acc,auprc_sink_vs_label,auroc_sink_vs_label,chat_mode,cohens_d_sink_pos_minus_neg,corr_sink_entropy_pearson,corr_sink_entropy_spearman,entropy_mean,entropy_std,label,model,n,partial_sink_entropy_spearman_seq_len,pos_rate,quantization,query_mode,query_start,run_id,seq_len_mean,seq_len_std,sink_mean,sink_std,sink_tokens,task
0.23373493975903614,0.7858026463939367,0.5079102638915904,auto,-0.010218135889319115,0.06993347322765131,0.13042638782554972,2.920599103261189,0.30084069300139843,hallucinated,EleutherAI/pythia-2.8b-deduped,415,0.1273564156290715,0.7662650602409639,none,last,0,truthfulqa_mc__EleutherAI__pythia-2.8b-deduped__K4__qlast,73.69638554216867,16.075855170590927,0.2542036741701269,0.014659425233203462,4,truthfulqa_mc
0.23373493975903614,0.8275568295593506,0.5965765415288854,auto,0.27205158572294547,0.05524041378385486,0.12676088971269694,2.920599103261189,0.30084069300139843,hallucinated,EleutherAI/pythia-2.8b-deduped,415,0.10587752347181367,0.7662650602409639,none,range,16,truthfulqa_mc__EleutherAI__pythia-2.8b-deduped__K4__qrange_start16,73.69638554216867,16.075855170590927,0.224951051236614,0.0336532595327971,4,truthfulqa_mc
0.23373493975903614,0.8084347818177228,0.5588082733579719,auto,0.2516168451662062,0.00953935955238162,0.038157983102980485,2.920599103261189,0.30084069300139843,hallucinated,EleutherAI/pythia-2.8b-deduped,415,0.03198781749069858,0.7662650602409639,none,range,32,truthfulqa_mc__EleutherAI__pythia-2.8b-deduped__K4__qrange_start32,73.69638554216867,16.075855170590927,0.2053960792747175,0.020469143747886828,4,truthfulqa_mc
0.23373493975903614,0.7928791784957807,0.5519283927866263,auto,0.18819618577542482,-0.014371945996139845,-0.01532759308889776,2.920599103261189,0.30084069300139843,hallucinated,EleutherAI/pythia-2.8b-deduped,415,0.03215746447770169,0.7662650602409639,none,range,64,truthfulqa_mc__EleutherAI__pythia-2.8b-deduped__K4__qrange_start64,73.69638554216867,16.075855170590927,0.20985795430357257,0.029945537150225972,4,truthfulqa_mc
0.26265060240963856,0.7722930904782105,0.5418840319002218,auto,0.16878447094657684,0.07041067063469857,0.05763136156666801,1.9064560113182987,0.3568542905936456,hallucinated,Qwen/Qwen2.5-0.5B-Instruct,415,0.10247142415817115,0.7373493975903614,none,last,0,truthfulqa_mc__Qwen__Qwen2.5-0.5B-Instruct__K4__qlast,97.70843373493976,16.69757362662891,0.3640887618244412,0.00733070265525652,4,truthfulqa_mc
0.26265060240963856,0.7255823259010308,0.45095041074533787,auto,-0.16568942864939332,-0.024163150165864147,-0.05131848464090476,1.9064560113182987,0.3568542905936456,hallucinated,Qwen/Qwen2.5-0.5B-Instruct,415,-0.16311013283904852,0.7373493975903614,none,range,16,truthfulqa_mc__Qwen__Qwen2.5-0.5B-Instruct__K4__qrange_start16,97.70843373493976,16.69757362662891,0.4132463215301115,0.01685395394403044,4,truthfulqa_mc
0.26265060240963856,0.7314751726946491,0.45994483420279425,auto,-0.114033016112105,-0.09056657454264214,-0.1020599118883561,1.9064560113182987,0.3568542905936456,hallucinated,Qwen/Qwen2.5-0.5B-Instruct,415,-0.1626398570872117,0.7373493975903614,none,range,32,truthfulqa_mc__Qwen__Qwen2.5-0.5B-Instruct__K4__qrange_start32,97.70843373493976,16.69757362662891,0.3802679016562246,0.016740308348155777,4,truthfulqa_mc
0.26265060240963856,0.7227391919416236,0.45652695328896087,auto,-0.14953805011563864,-0.06671697558062381,-0.07631411935366886,1.9064560113182987,0.3568542905936456,hallucinated,Qwen/Qwen2.5-0.5B-Instruct,415,-0.18167704261863507,0.7373493975903614,none,range,64,truthfulqa_mc__Qwen__Qwen2.5-0.5B-Instruct__K4__qrange_start64,97.70843373493976,16.69757362662891,0.36360549759221533,0.01985469749630678,4,truthfulqa_mc
0.2385542168674699,nan,nan,auto,nan,nan,nan,nan,nan,hallucinated,Qwen/Qwen2.5-1.5B-Instruct,415,nan,0.7614457831325301,none,last,0,truthfulqa_mc__Qwen__Qwen2.5-1.5B-Instruct__K4__qlast,97.70843373493976,16.69757362662891,nan,nan,4,truthfulqa_mc
0.2385542168674699,nan,nan,auto,nan,nan,nan,nan,nan,hallucinated,Qwen/Qwen2.5-1.5B-Instruct,415,nan,0.7614457831325301,none,range,16,truthfulqa_mc__Qwen__Qwen2.5-1.5B-Instruct__K4__qrange_start16,97.70843373493976,16.69757362662891,nan,nan,4,truthfulqa_mc
0.2385542168674699,nan,nan,auto,nan,nan,nan,nan,nan,hallucinated,Qwen/Qwen2.5-1.5B-Instruct,415,nan,0.7614457831325301,none,range,32,truthfulqa_mc__Qwen__Qwen2.5-1.5B-Instruct__K4__qrange_start32,97.70843373493976,16.69757362662891,nan,nan,4,truthfulqa_mc
0.2385542168674699,nan,nan,auto,nan,nan,nan,nan,nan,hallucinated,Qwen/Qwen2.5-1.5B-Instruct,415,nan,0.7614457831325301,none,range,64,truthfulqa_mc__Qwen__Qwen2.5-1.5B-Instruct__K4__qrange_start64,97.70843373493976,16.69757362662891,nan,nan,4,truthfulqa_mc
0.4939759036144578,0.3945613421473172,0.46537307032590053,auto,-0.05245305031696263,0.22254745526072559,0.13044024999056877,0.33367548320369783,0.35818094121028987,hallucinated,Qwen/Qwen2.5-7B-Instruct,415,0.12714774609566992,0.5060240963855421,none,last,0,truthfulqa_mc__Qwen__Qwen2.5-7B-Instruct__K4__qlast,97.70843373493976,16.69757362662891,0.3727572366111611,0.008842300751353652,4,truthfulqa_mc
